,0
174,0.32501763
175,0.325313
176,0.3256091
177,0.32590592
178,0.32620347
179,0.3265018
180,0.32680082
181,0.3271006
182,0.3274011
183,0.32770234
184,0.32800433
185,0.32830703
186,0.32861048
187,0.32891464
188,0.32921955
189,0.32952517
190,0.32983154
191,0.33013862
192,0.33044642
193,0.330755
194,0.33106425
195,0.33137423
196,0.33168495
197,0.3319964
198,0.33230856
199,0.33262146
200,0.33293507
201,0.3332494
202,0.33356443
203,0.3338802
204,0.3341967
205,0.33451387
206,0.33483177
207,0.33515042
208,0.33546975
209,0.33578983
210,0.3361106
211,0.33643207
212,0.33675426
213,0.33707717
214,0.33740076
215,0.33772507
216,0.3380501
217,0.33837584
218,0.33870226
219,0.3390294
220,0.33935723
221,0.33968577
222,0.340015
223,0.34034497
224,0.3406756
225,0.34100693
226,0.34133893
227,0.34167168
228,0.34200507
229,0.34233922
230,0.34267402
231,0.3430095
232,0.3433457
233,0.34368256
234,0.34402013
235,0.34435838
236,0.3446973
237,0.34503692
238,0.34537724
239,0.3457182
240,0.34605986
241,0.3464022
242,0.3467452
243,0.3470889
244,0.34743327
245,0.34777832
246,0.34812406
247,0.34847042
248,0.34881747
249,0.34916523
250,0.34951362
251,0.3498627
252,0.3502124
253,0.3505628
254,0.35091388
255,0.35126558
256,0.35161796
257,0.351971
258,0.3523247
259,0.35267907
260,0.35303405
261,0.3533897
262,0.35374606
263,0.354103
264,0.35446063
265,0.35481888
266,0.3551778
267,0.35553735
268,0.35589755
269,0.3562584
270,0.3566199
271,0.356982
272,0.35734475
273,0.35770816
274,0.3580722
275,0.35843685
276,0.35880217
277,0.3591681
278,0.35953465
279,0.35990185
280,0.36026967
281,0.36063808
282,0.36100715
283,0.36137685
284,0.36174715
285,0.36211807
286,0.3624896
287,0.36286178
288,0.36323455
289,0.36360794
290,0.36398196
291,0.36435655
292,0.3647318
293,0.3651076
294,0.365484
295,0.36586106
296,0.36623868
297,0.36661693
298,0.36699575
299,0.3673752
300,0.36775523
301,0.36813584
302,0.36851704
303,0.36889887
304,0.36928123
305,0.36966422
306,0.37004778
307,0.37043193
308,0.37081668
309,0.371202
310,0.37158787
311,0.37197435
312,0.3723614
313,0.37274903
314,0.3731372
315,0.37352598
316,0.37391528
317,0.3743052
318,0.37469566
319,0.37508667
320,0.37547827
321,0.3758704
322,0.3762631
323,0.37665638
324,0.3770502
325,0.37744457
326,0.37783948
327,0.37823495
328,0.37863097
329,0.37902755
330,0.37942463
331,0.37982228
332,0.38022047
333,0.38061923
334,0.38101846
335,0.3814183
336,0.3818186
337,0.38221946
338,0.38262087
339,0.3830228
340,0.38342524
341,0.38382822
342,0.38423175
343,0.38463575
344,0.38504028
345,0.38544533
346,0.3858509
347,0.386257
348,0.38666356
349,0.38707066
350,0.3874783
351,0.3878864
352,0.38829505
353,0.38870412
354,0.38911375
355,0.3895239
356,0.38993448
357,0.3903456
358,0.3907572
359,0.39116928
360,0.39158186
361,0.39199492
362,0.39240846
363,0.3928225
364,0.39323702
365,0.393652
366,0.39406747
367,0.39448342
368,0.39489985
369,0.39531672
370,0.39573407
371,0.3961519
372,0.39657018
373,0.39698893
374,0.39740813
375,0.3978278
376,0.39824796
377,0.39866853
378,0.39908955
379,0.39951104
380,0.39993298
381,0.40035534
382,0.40077817
383,0.40120146
384,0.40162516
385,0.4020493
386,0.4024739
387,0.40289894
388,0.4033244
389,0.40375024
390,0.4041766
391,0.40460336
392,0.4050305
393,0.4054581
394,0.4058861
395,0.40631455
396,0.4067434
397,0.40717265
398,0.40760234
399,0.40803242
400,0.40846294
401,0.40889385
402,0.40932512
403,0.40975687
404,0.41018897
405,0.4106215
406,0.41105437
407,0.4114877
408,0.41192138
409,0.41235548
410,0.41278994
411,0.41322482
412,0.41366005
413,0.41409567
414,0.41453168
415,0.41496807
416,0.41540483
417,0.41584197
418,0.4162795
419,0.41671735
420,0.4171556
421,0.4175942
422,0.41803318
423,0.4184725
424,0.41891223
425,0.41935226
426,0.41979265
427,0.42023343
428,0.42067456
429,0.421116
430,0.42155784
431,0.42199996
432,0.42244247
433,0.4228853
434,0.42332846
435,0.42377198
436,0.42421585
437,0.42466003
438,0.4251045
439,0.42554936
440,0.42599452
441,0.42644
442,0.4268858
443,0.42733195
444,0.4277784
445,0.42822516
446,0.42867225
447,0.42911962
448,0.42956734
449,0.43001533
450,0.43046367
451,0.43091226
452,0.4313612
453,0.43181038
454,0.4322599
455,0.4327097
456,0.43315983
457,0.4336102
458,0.4340609
459,0.43451184
460,0.4349631
461,0.4354146
462,0.43586648
463,0.43631858
464,0.43677092
465,0.43722355
466,0.4376765
467,0.43812966
468,0.4385831
469,0.43903682
470,0.4394908
471,0.43994504
472,0.4403996
473,0.4408543
474,0.4413094
475,0.44176465
476,0.44222015
477,0.44267592
478,0.44313192
479,0.4435882
480,0.4440447
481,0.44450146
482,0.44495845
483,0.44541568
484,0.44587314
485,0.44633082
486,0.44678873
487,0.44724688
488,0.44770527
489,0.44816387
490,0.44862267
491,0.44908172
492,0.44954097
493,0.45000046
494,0.45046014
495,0.45092005
496,0.4513802
497,0.45184052
498,0.45230103
499,0.45276177
500,0.4532227
501,0.45368382
502,0.45414513
503,0.4546067
504,0.4550684
505,0.45553035
506,0.45599243
507,0.45645472
508,0.4569172
509,0.45737988
510,0.4578427
511,0.45830572
512,0.4587689
513,0.4592323
514,0.45969585
515,0.46015954
516,0.46062344
517,0.46108752
518,0.46155173
519,0.46201614
520,0.46248066
521,0.46294537
522,0.46341026
523,0.4638753
524,0.46434045
525,0.46480578
526,0.46527126
527,0.46573693
528,0.46620265
529,0.46666858
530,0.46713465
531,0.46760082
532,0.46806717
533,0.46853366
534,0.46900025
535,0.46946698
536,0.46993384
537,0.47040084
538,0.47086796
539,0.47133523
540,0.47180256
541,0.47227007
542,0.47273767
543,0.4732054
544,0.47367322
545,0.47414118
546,0.47460923
547,0.4750774
548,0.4755457
549,0.47601408
550,0.47648257
551,0.47695115
552,0.4774198
553,0.4778886
554,0.4783575
555,0.47882646
556,0.47929555
557,0.4797647
558,0.4802339
559,0.48070323
560,0.48117262
561,0.48164213
562,0.4821117
563,0.48258135
564,0.4830511
565,0.48352093
566,0.4839908
567,0.48446068
568,0.48493072
569,0.4854008
570,0.48587096
571,0.48634118
572,0.48681146
573,0.48728174
574,0.48775214
575,0.48822257
576,0.4886931
577,0.48916364
578,0.48963428
579,0.4901049
580,0.49057558
581,0.49104637
582,0.49151716
583,0.49198797
584,0.49245882
585,0.49292976
586,0.4934007
587,0.4938717
588,0.49434265
589,0.49481374
590,0.4952848
591,0.4957559
592,0.49622703
593,0.4966982
594,0.49716932
595,0.49764055
596,0.49811175
597,0.49858296
598,0.4990542
599,0.49952546
600,0.49999672
601,0.500468
602,0.5009393
603,0.5014106
604,0.5018819
605,0.5023532
606,0.5028245
607,0.5032958
608,0.5037671
609,0.5042384
610,0.50470966
611,0.50518095
612,0.50565225
613,0.5061235
614,0.5065948
615,0.507066
616,0.5075371
617,0.5080084
618,0.5084796
619,0.5089507
620,0.50942194
621,0.50989306
622,0.5103641
623,0.5108352
624,0.5113062
625,0.5117772
626,0.51224816
627,0.51271915
628,0.5131901
629,0.5136609
630,0.5141318
631,0.51460254
632,0.5150733
633,0.51554406
634,0.51601464
635,0.5164853
636,0.51695585
637,0.5174264
638,0.51789683
639,0.51836723
640,0.51883763
641,0.5193079
642,0.51977813
643,0.52024835
644,0.52071846
645,0.5211885
646,0.52165854
647,0.52212846
648,0.5225984
649,0.5230682
650,0.5235379
651,0.52400756
652,0.5244771
653,0.52494663
654,0.5254161
655,0.52588546
656,0.5263547
657,0.52682394
658,0.527293
659,0.5277621
660,0.528231
661,0.52869993
662,0.5291687
663,0.52963734
664,0.53010595
665,0.53057444
666,0.5310429
667,0.5315112
668,0.53197944
669,0.5324476
670,0.5329156
671,0.5333835
672,0.53385127
673,0.53431904
674,0.53478664
675,0.5352541
676,0.53572154
677,0.53618884
678,0.536656
679,0.5371231
680,0.53759
681,0.53805685
682,0.53852355
683,0.5389902
684,0.5394567
685,0.5399231
686,0.5403893
687,0.5408554
688,0.54132146
689,0.54178727
690,0.542253
691,0.54271865
692,0.54318416
693,0.54364955
694,0.54411477
695,0.54457986
696,0.5450448
697,0.5455097
698,0.5459743
699,0.5464389
700,0.54690325
701,0.5473676
702,0.54783165
703,0.5482956
704,0.54875946
705,0.5492232
706,0.5496867
707,0.5501501
708,0.55061334
709,0.5510764
710,0.5515393
711,0.55200213
712,0.5524647
713,0.55292726
714,0.55338955
715,0.5538517
716,0.5543137
717,0.5547755
718,0.5552372
719,0.5556987
720,0.5561601
721,0.5566212
722,0.5570822
723,0.55754304
724,0.5580038
725,0.55846417
726,0.55892456
727,0.5593847
728,0.5598447
729,0.5603045
