,0
222,0.0064813606
223,0.006531857
224,0.0065830965
225,0.006635083
226,0.0066878237
227,0.0067413226
228,0.0067955814
229,0.0068506077
230,0.0069064014
231,0.006962968
232,0.0070203096
233,0.007078437
234,0.007137347
235,0.0071970485
236,0.0072575435
237,0.007318832
238,0.007380927
239,0.0074438266
240,0.0075075347
241,0.007572055
242,0.0076373965
243,0.0077035613
244,0.007770546
245,0.007838368
246,0.0079070255
247,0.007976517
248,0.008046851
249,0.008118033
250,0.008190066
251,0.008262958
252,0.008336704
253,0.008411324
254,0.008486804
255,0.008563161
256,0.00864039
257,0.008718502
258,0.008797498
259,0.008877385
260,0.008958165
261,0.009039847
262,0.009122428
263,0.009205915
264,0.0092903115
265,0.009375624
266,0.009461861
267,0.00954902
268,0.009637106
269,0.009726124
270,0.00981608
271,0.009906977
272,0.009998817
273,0.010091612
274,0.010185361
275,0.010280069
276,0.010375734
277,0.010472376
278,0.010569982
279,0.010668568
280,0.010768134
281,0.010868691
282,0.010970231
283,0.011072766
284,0.011176301
285,0.011280838
286,0.011386387
287,0.011492945
288,0.011600517
289,0.011709113
290,0.011818733
291,0.011929385
292,0.012041073
293,0.012153793
294,0.012267562
295,0.012382381
296,0.012498248
297,0.012615176
298,0.012733165
299,0.012852216
300,0.012972342
301,0.01309354
302,0.013215819
303,0.013339186
304,0.013463639
305,0.013589185
306,0.01371583
307,0.013843577
308,0.013972431
309,0.0141023975
310,0.014233485
311,0.01436569
312,0.014499018
313,0.014633479
314,0.014769074
315,0.0149058085
316,0.015043687
317,0.015182713
318,0.015322892
319,0.015464231
320,0.015606733
321,0.015750397
322,0.015895238
323,0.016041256
324,0.016188454
325,0.016336834
326,0.016486406
327,0.016637176
328,0.016789144
329,0.016942311
330,0.017096698
331,0.017252292
332,0.017409103
333,0.01756714
334,0.017726403
335,0.0178869
336,0.018048631
337,0.018211603
338,0.018375825
339,0.018541297
340,0.018708024
341,0.018876009
342,0.01904526
343,0.019215781
344,0.019387577
345,0.019560652
346,0.01973501
347,0.019910662
348,0.0200876
349,0.020265834
350,0.020445375
351,0.02062622
352,0.020808378
353,0.020991849
354,0.021176644
355,0.021362767
356,0.021550212
357,0.021738999
358,0.021929124
359,0.022120593
360,0.022313412
361,0.022507582
362,0.022703111
363,0.022900004
364,0.023098266
365,0.023297895
366,0.023498904
367,0.023701295
368,0.023905069
369,0.024110235
370,0.024316799
371,0.024524761
372,0.02473413
373,0.024944905
374,0.025157096
375,0.025370704
376,0.025585737
377,0.025802195
378,0.026020087
379,0.026239416
380,0.026460188
381,0.026682403
382,0.02690607
383,0.027131192
384,0.027357774
385,0.027585823
386,0.027815338
387,0.028046329
388,0.028278798
389,0.028512746
390,0.028748184
391,0.028985115
392,0.02922354
393,0.029463466
394,0.0297049
395,0.029947843
396,0.030192299
397,0.030438274
398,0.030685775
399,0.030934805
400,0.031185364
401,0.03143747
402,0.031691108
403,0.031946294
404,0.03220303
405,0.03246132
406,0.032721166
407,0.032982577
408,0.03324556
409,0.03351011
410,0.033776242
411,0.034043953
412,0.03431325
413,0.034584135
414,0.034856617
415,0.0351307
416,0.03540638
417,0.03568367
418,0.03596257
419,0.036243092
420,0.036525227
421,0.03680899
422,0.03709439
423,0.03738141
424,0.037670076
425,0.03796038
426,0.03825233
427,0.038545933
428,0.038841188
429,0.039138105
430,0.03943668
431,0.039736923
432,0.04003884
433,0.04034243
434,0.040647704
435,0.040954657
436,0.041263297
437,0.041573636
438,0.041885663
439,0.042199396
440,0.04251483
441,0.04283197
442,0.043150824
443,0.043471396
444,0.04379368
445,0.044117704
446,0.044443443
447,0.04477092
448,0.04510013
449,0.04543108
450,0.04576378
451,0.04609822
452,0.046434414
453,0.04677237
454,0.047112074
455,0.047453552
456,0.04779679
457,0.0481418
458,0.048488587
459,0.048837155
460,0.049187496
461,0.049539633
462,0.049893554
463,0.05024927
464,0.050606787
465,0.0509661
466,0.051327214
467,0.05169014
468,0.052054875
469,0.05242143
470,0.0527898
471,0.053159997
472,0.05353201
473,0.053905863
474,0.054281563
475,0.054659076
476,0.055038437
477,0.05541964
478,0.055802688
479,0.056187585
480,0.05657433
481,0.056962945
482,0.057353407
483,0.057745736
484,0.058139935
485,0.058536
486,0.058933944
487,0.059333764
488,0.059735462
489,0.06013903
490,0.060544506
491,0.06095185
492,0.061361097
493,0.06177224
494,0.062185276
495,0.062600225
496,0.06301707
497,0.063435815
498,0.063856475
499,0.06427905
500,0.06470355
501,0.06512995
502,0.06555829
503,0.06598855
504,0.066420734
505,0.06685484
506,0.067290895
507,0.06772888
508,0.06816879
509,0.06861066
510,0.06905447
511,0.06950022
512,0.06994792
513,0.07039757
514,0.07084918
515,0.07130275
516,0.07175828
517,0.072215766
518,0.07267521
519,0.073136635
520,0.073600024
521,0.07406538
522,0.07453272
523,0.075002015
524,0.07547331
525,0.07594657
526,0.07642182
527,0.07689905
528,0.07737829
529,0.07785949
530,0.07834269
531,0.07882789
532,0.07931508
533,0.07980427
534,0.080295466
535,0.08078866
536,0.08128385
537,0.081781045
538,0.08228025
539,0.08278147
540,0.0832847
541,0.08378994
542,0.084297195
543,0.08480648
544,0.085317746
545,0.08583106
546,0.086346395
547,0.08686376
548,0.087383136
549,0.08790455
550,0.08842799
551,0.08895344
552,0.08948093
553,0.09001045
554,0.090542
555,0.09107559
556,0.09161122
557,0.092148885
558,0.09268858
559,0.09323032
560,0.093774095
561,0.094319925
562,0.09486778
563,0.095417686
564,0.09596965
565,0.09652364
566,0.09707969
567,0.09763778
568,0.09819792
569,0.09876012
570,0.09932437
571,0.09989065
572,0.100458995
573,0.101029396
574,0.101601854
575,0.10217635
576,0.10275292
577,0.10333153
578,0.103912205
579,0.10449494
580,0.105079725
581,0.105666555
582,0.10625546
583,0.10684642
584,0.10743943
585,0.108034514
586,0.10863163
587,0.10923083
588,0.109832086
589,0.11043541
590,0.11104077
591,0.1116482
592,0.11225768
593,0.11286924
594,0.11348284
595,0.11409851
596,0.114716254
597,0.11533604
598,0.11595788
599,0.11658179
600,0.11720775
601,0.117835775
602,0.11846587
603,0.11909799
604,0.11973219
605,0.12036845
606,0.12100676
607,0.121647134
608,0.122289546
609,0.12293401
610,0.123580545
611,0.12422913
612,0.12487976
613,0.12553245
614,0.12618718
615,0.12684399
616,0.12750283
617,0.12816371
618,0.12882665
619,0.12949161
620,0.1301587
621,0.13082775
622,0.13149886
623,0.13217202
624,0.13284722
625,0.13352446
626,0.13420373
627,0.13488504
628,0.1355684
629,0.13625379
630,0.13694121
631,0.13763064
632,0.13832211
633,0.13901564
634,0.13971117
635,0.14040872
636,0.14110833
637,0.14180994
638,0.14251354
639,0.14321922
640,0.14392687
641,0.14463654
642,0.14534824
643,0.14606194
644,0.14677766
645,0.14749536
646,0.14821509
647,0.14893681
648,0.14966056
649,0.15038627
650,0.151114
651,0.15184373
652,0.15257542
653,0.15330914
654,0.15404482
655,0.1547825
656,0.15552215
657,0.15626378
658,0.15700741
659,0.157753
660,0.15850057
661,0.1592501
662,0.16000159
663,0.16075507
664,0.16151048
665,0.16226786
666,0.16302721
667,0.16378851
668,0.16455176
669,0.16531695
670,0.1660841
671,0.16685317
672,0.16762419
673,0.16839713
674,0.16917203
675,0.16994886
676,0.1707276
677,0.17150824
678,0.17229083
679,0.17307533
680,0.17386174
681,0.17465007
682,0.1754403
683,0.17623241
684,0.17702645
685,0.17782237
686,0.1786202
687,0.17941989
688,0.18022148
689,0.18102495
690,0.1818303
691,0.1826375
692,0.18344659
693,0.18425757
694,0.1850704
695,0.18588509
696,0.1867016
697,0.18751998
698,0.1883402
699,0.18916227
700,0.18998618
701,0.19081189
702,0.19163945
703,0.19246887
704,0.19330005
705,0.19413309
706,0.19496794
707,0.19580458
708,0.19664302
709,0.19748326
710,0.19832532
711,0.19916914
712,0.20001477
713,0.20086215
714,0.20171134
715,0.20256229
716,0.20341499
717,0.20426947
718,0.20512572
719,0.20598371
720,0.20684344
721,0.20770492
722,0.20856813
723,0.20943308
724,0.21029976
725,0.21116816
726,0.21203828
727,0.21291012
728,0.21378365
729,0.21465887
