,0
504,0.7322111
505,0.7333544
506,0.73449683
507,0.7356384
508,0.736779
509,0.7379187
510,0.7390574
511,0.74019516
512,0.741332
513,0.74246776
514,0.74360245
515,0.7447362
516,0.7458688
517,0.74700034
518,0.74813074
519,0.74925995
520,0.7503882
521,0.75151515
522,0.75264096
523,0.7537656
524,0.7548889
525,0.75601107
526,0.75713193
527,0.75825155
528,0.7593698
529,0.76048684
530,0.76160246
531,0.76271677
532,0.76382965
533,0.7649412
534,0.76605135
535,0.7671601
536,0.7682674
537,0.76937324
538,0.77047753
539,0.77158046
540,0.77268183
541,0.77378166
542,0.77487993
543,0.7759767
544,0.7770719
545,0.77816546
546,0.7792574
547,0.7803478
548,0.78143656
549,0.7825236
550,0.7836089
551,0.78469265
552,0.7857747
553,0.786855
554,0.78793347
555,0.78901035
556,0.7900853
557,0.7911587
558,0.7922301
559,0.79329973
560,0.7943676
561,0.79543364
562,0.7964978
563,0.7975601
564,0.79862046
565,0.79967904
566,0.8007356
567,0.80179036
568,0.8028431
569,0.8038939
570,0.8049427
571,0.8059896
572,0.80703455
573,0.8080774
574,0.8091183
575,0.8101571
576,0.81119394
577,0.8122287
578,0.8132614
579,0.814292
580,0.8153205
581,0.81634694
582,0.8173712
583,0.8183934
584,0.8194134
585,0.82043135
586,0.821447
587,0.82246065
588,0.823472
589,0.8244812
590,0.82548815
591,0.8264929
592,0.82749546
593,0.82849574
594,0.8294938
595,0.8304896
596,0.8314831
597,0.83247435
598,0.83346325
599,0.83445
600,0.8354343
601,0.8364163
602,0.8373961
603,0.8383734
604,0.8393484
605,0.8403211
606,0.84129137
607,0.84225935
608,0.8432248
609,0.844188
610,0.84514874
611,0.84610707
612,0.847063
613,0.8480165
614,0.84896755
615,0.84991616
616,0.8508624
617,0.8518061
618,0.8527474
619,0.85368615
620,0.8546225
621,0.8555563
622,0.8564877
623,0.8574165
624,0.8583428
625,0.85926664
626,0.86018795
627,0.8611067
628,0.86202294
629,0.8629367
630,0.8638478
631,0.8647564
632,0.86566246
633,0.86656594
634,0.86746687
635,0.8683652
636,0.86926097
637,0.8701542
638,0.87104475
639,0.8719328
640,0.8728182
641,0.873701
642,0.8745812
643,0.87545884
644,0.87633383
645,0.87720615
646,0.8780759
647,0.87894297
648,0.8798074
649,0.8806693
650,0.88152844
651,0.882385
652,0.8832389
653,0.8840902
654,0.8849387
655,0.8857847
656,0.886628
657,0.8874686
658,0.88830656
659,0.8891418
660,0.8899744
661,0.8908044
662,0.89163166
663,0.89245623
664,0.8932782
665,0.8940974
666,0.894914
667,0.8957279
668,0.896539
669,0.89734745
670,0.8981533
671,0.8989564
672,0.89975685
673,0.9005546
674,0.9013496
675,0.9021419
676,0.9029316
677,0.90371853
678,0.9045028
679,0.90528435
680,0.9060632
681,0.9068394
682,0.90761286
683,0.9083836
684,0.9091517
685,0.90991706
686,0.91067976
687,0.9114397
688,0.912197
689,0.91295165
690,0.91370356
691,0.91445273
692,0.9151992
693,0.9159431
694,0.9166842
695,0.91742265
696,0.9181584
697,0.9188915
698,0.9196218
699,0.92034954
700,0.92107457
701,0.9217969
702,0.9225166
703,0.9232335
704,0.9239478
705,0.92465943
706,0.9253684
707,0.9260747
708,0.9267783
709,0.92747927
710,0.92817754
711,0.9288732
712,0.9295662
713,0.9302565
714,0.9309442
715,0.9316292
716,0.9323116
717,0.9329914
718,0.9336685
719,0.934343
720,0.9350148
721,0.935684
722,0.9363506
723,0.9370146
724,0.93767595
725,0.93833464
726,0.9389908
727,0.9396443
728,0.9402952
729,0.9409436
