,0,1
650,tensor(3.8259),tensor(12.3542)
651,tensor(3.8360),tensor(12.3641)
652,tensor(3.8462),tensor(12.3741)
653,tensor(3.8563),tensor(12.3840)
654,tensor(3.8663),tensor(12.3940)
655,tensor(3.8764),tensor(12.4039)
656,tensor(3.8865),tensor(12.4138)
657,tensor(3.8965),tensor(12.4236)
658,tensor(3.9065),tensor(12.4335)
659,tensor(3.9165),tensor(12.4433)
660,tensor(3.9265),tensor(12.4532)
661,tensor(3.9365),tensor(12.4630)
662,tensor(3.9464),tensor(12.4728)
663,tensor(3.9564),tensor(12.4825)
664,tensor(3.9663),tensor(12.4923)
665,tensor(3.9762),tensor(12.5020)
666,tensor(3.9861),tensor(12.5118)
667,tensor(3.9959),tensor(12.5215)
668,tensor(4.0058),tensor(12.5312)
669,tensor(4.0156),tensor(12.5408)
670,tensor(4.0254),tensor(12.5505)
671,tensor(4.0352),tensor(12.5601)
672,tensor(4.0450),tensor(12.5698)
673,tensor(4.0547),tensor(12.5794)
674,tensor(4.0645),tensor(12.5890)
675,tensor(4.0742),tensor(12.5985)
676,tensor(4.0839),tensor(12.6081)
677,tensor(4.0936),tensor(12.6176)
678,tensor(4.1032),tensor(12.6271)
679,tensor(4.1129),tensor(12.6366)
680,tensor(4.1225),tensor(12.6461)
681,tensor(4.1321),tensor(12.6556)
682,tensor(4.1417),tensor(12.6650)
683,tensor(4.1513),tensor(12.6745)
684,tensor(4.1608),tensor(12.6839)
685,tensor(4.1703),tensor(12.6933)
686,tensor(4.1799),tensor(12.7026)
687,tensor(4.1893),tensor(12.7120)
688,tensor(4.1988),tensor(12.7213)
689,tensor(4.2083),tensor(12.7307)
690,tensor(4.2177),tensor(12.7400)
691,tensor(4.2271),tensor(12.7492)
692,tensor(4.2365),tensor(12.7585)
693,tensor(4.2459),tensor(12.7678)
694,tensor(4.2552),tensor(12.7770)
695,tensor(4.2646),tensor(12.7862)
696,tensor(4.2739),tensor(12.7954)
697,tensor(4.2832),tensor(12.8046)
698,tensor(4.2925),tensor(12.8137)
699,tensor(4.3017),tensor(12.8229)
700,tensor(4.3110),tensor(12.8320)
701,tensor(4.3202),tensor(12.8411)
702,tensor(4.3294),tensor(12.8502)
703,tensor(4.3386),tensor(12.8592)
704,tensor(4.3477),tensor(12.8683)
705,tensor(4.3568),tensor(12.8773)
706,tensor(4.3660),tensor(12.8863)
707,tensor(4.3751),tensor(12.8953)
708,tensor(4.3841),tensor(12.9042)
709,tensor(4.3932),tensor(12.9132)
710,tensor(4.4022),tensor(12.9221)
711,tensor(4.4112),tensor(12.9310)
712,tensor(4.4202),tensor(12.9399)
713,tensor(4.4292),tensor(12.9488)
714,tensor(4.4381),tensor(12.9576)
715,tensor(4.4471),tensor(12.9665)
716,tensor(4.4560),tensor(12.9753)
717,tensor(4.4649),tensor(12.9841)
718,tensor(4.4737),tensor(12.9929)
719,tensor(4.4826),tensor(13.0016)
720,tensor(4.4914),tensor(13.0103)
721,tensor(4.5002),tensor(13.0191)
722,tensor(4.5090),tensor(13.0278)
723,tensor(4.5177),tensor(13.0364)
724,tensor(4.5265),tensor(13.0451)
725,tensor(4.5352),tensor(13.0537)
726,tensor(4.5439),tensor(13.0624)
727,tensor(4.5526),tensor(13.0710)
728,tensor(4.5612),tensor(13.0795)
729,tensor(4.5698),tensor(13.0881)
730,tensor(4.5785),tensor(13.0966)
731,tensor(4.5870),tensor(13.1052)
732,tensor(4.5956),tensor(13.1137)
733,tensor(4.6042),tensor(13.1221)
734,tensor(4.6127),tensor(13.1306)
735,tensor(4.6212),tensor(13.1390)
